name,linkedin_url,website,industry,company_size,headquarters,founded,specialties,description,email,phone,followers,location_search,followers_search,description_short,source,crawl_keyword,channel,channel_title,channel_members,message_date,location,crawl_channel
Social Startups Media,https://www.linkedin.com/company/11519786/,,Online Audio and Video Media,,"Butzbach, Hessen",,,,,,2K,,,"Online Audio and Video Media • Butzbach, Hessen",linkedin,social media startup,,,,,,
Social Studio On,https://www.linkedin.com/company/75614223/,,Consumer Services,,"Smyrna, Delaware",,,,,,12K,,,"Consumer Services • Smyrna, Delaware",linkedin,social media startup,,,,,,
Social Syncing,https://www.linkedin.com/company/108647653/,,Marketing Services,,"Pune, Maharashtra",,,,,,516,,,"Marketing Services • Pune, Maharashtra",linkedin,social media startup,,,,,,
Social Techh,https://www.linkedin.com/company/31360415/,,Advertising Services,,"Islamabad, Islamabad",,,,,,487,,,"Advertising Services • Islamabad, Islamabad",linkedin,social media startup,,,,,,
Social Tie,https://www.linkedin.com/company/13366632/,,Advertising Services,,"Hyderabad, Telangana",,,,,,790,,,"Advertising Services • Hyderabad, Telangana",linkedin,social media startup,,,,,,
Social Toli,https://www.linkedin.com/company/108090426/,,Marketing Services,,Mumbai,,,,,,694,,,Marketing Services • Mumbai,linkedin,social media startup,,,,,,
Social swirl agency,https://www.linkedin.com/company/96179045/,,Social Networking Platforms,,"beirut, chouf",,,,,,839,,,"Social Networking Platforms • beirut, chouf",linkedin,social media startup,,,,,,
Social veer,https://www.linkedin.com/company/103906595/,,Marketing Services,,"New Delhi, Delhi",,,,,,414,,,"Marketing Services • New Delhi, Delhi",linkedin,social media startup,,,,,,
"Social | Impact Consulting, LLC",https://www.linkedin.com/company/2075096/,,Business Consulting and Services,,"Woodland Hills, CA",,,,,,409,,,"Business Consulting and Services • Woodland Hills, CA",linkedin,social media startup,,,,,,
Society Of Astronomy & Space Technology SAST,https://www.linkedin.com/company/33208583/,,Non-profit Organizations,,"Karachi, Sindh",,,,,,88,,,"Non-profit Organizations • Karachi, Sindh",linkedin,SPAC technology,,,,,,
Society for Aerospace and Space Technology,https://www.linkedin.com/company/105094066/,,Space Research and Technology,,Sonipat,,,,,,300,,,Space Research and Technology • Sonipat,linkedin,SPAC technology,,,,,,
Society of Internationally Educated Nurses and Nursing Allies (SIENNA),https://www.linkedin.com/company/94162943/,,Non-profit Organizations,,"Barrington, New Jersey",,,,,,3K,,,"Non-profit Organizations • Barrington, New Jersey",linkedin,growth equity USA,,,,,,
Society of Petroleum Engineers International,https://www.linkedin.com/company/23356/,,Oil and Gas,,"Richardson, Texas",,,,,,240K,,,"Oil and Gas • Richardson, Texas",linkedin,Series A Singapore,,,,,,
Sock Club,https://www.linkedin.com/company/10220354/,,Advertising Services,,"Austin, Texas",,,,,,5K,,,"Advertising Services • Austin, Texas",linkedin,subscription company,,,,,,
Sodec Technologies,https://www.linkedin.com/company/9452085/,,Software Development,,Istanbul,,,,,,2K,,,Software Development • Istanbul,linkedin,regtech company,,,,,,
Soffit Infrastructure Services (P) Ltd,https://www.linkedin.com/company/1542598/,,IT Services and IT Consulting,,"Bengaluru, Karnataka",,,,,,45K,,,"IT Services and IT Consulting • Bengaluru, Karnataka",linkedin,cybersecurity company USA,,,,,,
Sofidus.tech | Orchestrating Construction 🪄,https://www.linkedin.com/company/103933462/,,Real Estate,,Vilnius,,,,,,467,,,Real Estate • Vilnius,linkedin,construction tech,,,,,,
Sofistic Cybersecurity,https://www.linkedin.com/company/978555/,,IT Services and IT Consulting,,"Castellón de la plana, Castellón",,,,,,15K,,,"IT Services and IT Consulting • Castellón de la plana, Castellón",linkedin,cybersecurity company USA,,,,,,
Sofitel,https://www.linkedin.com/company/340686/,,Hospitality,,"Issy-les-Moulineaux, Ile-de-France",,,,,,283K,,,"Hospitality • Issy-les-Moulineaux, Ile-de-France",linkedin,Sea Limited,,,,,,
Sofmen Inc.,https://www.linkedin.com/company/500781/,,Software Development,,"Saratoga, CA",,,,,,5K,,,"Software Development • Saratoga, CA",linkedin,developer tools company,,,,,,
Soft Tree Inc,https://www.linkedin.com/company/90590411/,,Staffing and Recruiting,,"Irving, Texas",,,,,,365,,,"Staffing and Recruiting • Irving, Texas",linkedin,AI startup USA,,,,,,
SoftSages Technology,https://www.linkedin.com/company/9428125/,,IT Services and IT Consulting,,"Malvern, Pennsylvania",,,,,,51K,,,"IT Services and IT Consulting • Malvern, Pennsylvania",linkedin,infrastructure software,,,,,,
SoftServe,https://www.linkedin.com/company/6549/,,IT Services and IT Consulting,,"Austin, TX",,,,,,422K,,,"IT Services and IT Consulting • Austin, TX",linkedin,cybersecurity Singapore,,,,,,
Softcom Systems Inc,https://www.linkedin.com/company/13655403/,,Human Resources Services,,"Princeton, New Jersey",,,,,,58K,,,"Human Resources Services • Princeton, New Jersey",linkedin,mobile banking Vietnam,,,,,,
Softerio Solutions,https://www.linkedin.com/company/107362495/,,IT Services and IT Consulting,,"Lahore, Punjab",,,,,,882,,,"IT Services and IT Consulting • Lahore, Punjab",linkedin,LLM startup,,,,,,
"Softility, Inc.",https://www.linkedin.com/company/11746290/,,IT Services and IT Consulting,,"Herndon, Virginia",,,,,,5K,,,"IT Services and IT Consulting • Herndon, Virginia",linkedin,cybersecurity company USA,,,,,,
"Softrams, a Tria Federal Company",https://www.linkedin.com/company/9430959/,,IT Services and IT Consulting,,"Arlington, Virginia",,,,,,37K,,,"IT Services and IT Consulting • Arlington, Virginia",linkedin,devops company,,,,,,
Softtek,https://www.linkedin.com/company/5344/,,IT Services and IT Consulting,,"Monterrey, Nuevo Leon",,,,,,859K,,,"IT Services and IT Consulting • Monterrey, Nuevo Leon",linkedin,BPO Vietnam,,,,,,
"Software Assurance, LLC | appbiz360",https://www.linkedin.com/company/212823/,,IT Services and IT Consulting,,"Dallas, Texas",,,,,,3K,,,"IT Services and IT Consulting • Dallas, Texas",linkedin,software outsourcing India,,,,,,
Software Business Srl Benefit,https://www.linkedin.com/company/2724390/,,IT Services and IT Consulting,,"Mugnano del Cardinale, AV",,,,,,5K,,,"IT Services and IT Consulting • Mugnano del Cardinale, AV",linkedin,software outsourcing India,,,,,,
Software Company BV / Mygrade™ - Cloud computing met 100% tevredenheid,https://www.linkedin.com/company/1550448/,,Software Development,,"Amsterdam, Noord Holland",,,,,,121,,,"Software Development • Amsterdam, Noord Holland",linkedin,cloud computing company,,,,,,
Software Data (India) Limited - SDIL,https://www.linkedin.com/company/2547482/,,IT Services and IT Consulting,,"Noida, Uttar Pradesh",,,,,,5K,,,"IT Services and IT Consulting • Noida, Uttar Pradesh",linkedin,software outsourcing India,,,,,,
Software Defined Data Infrastructure (SDDI) Essentials,https://www.linkedin.com/company/65851916/,,Information Technology & Services,,Stillwater,,,,,,8,,,Information Technology & Services • Stillwater,linkedin,infrastructure software,,,,,,
Software Development,https://www.linkedin.com/company/2114648/,,Information Services,,"London, England",,,,,,7K,,,"Information Services • London, England",linkedin,software outsourcing India,,,,,,
Software Development Hub,https://www.linkedin.com/company/18220079/,,IT Services and IT Consulting,,"Hamburg, Hamburg",,,,,,2K,,,"IT Services and IT Consulting • Hamburg, Hamburg",linkedin,software outsourcing India,,,,,,
"Software Development Outsourcing Company in Bengaluru, India",https://www.linkedin.com/company/43205133/,,IT Services and IT Consulting,,"Bengaluru, Karnataka",,,,,,470,,,"IT Services and IT Consulting • Bengaluru, Karnataka",linkedin,software outsourcing India,,,,,,
Software Development Outsourcing to India - Beracahsoft,https://www.linkedin.com/company/3883382/,,IT Services and IT Consulting,,"Chennai, Tamil Nadu",,,,,,98,,,"IT Services and IT Consulting • Chennai, Tamil Nadu",linkedin,software outsourcing India,,,,,,
Software Engineer Outsourcing,https://www.linkedin.com/company/89743786/,,IT Services and IT Consulting,,Phoenix,,,,,,521,,,IT Services and IT Consulting • Phoenix ,linkedin,software outsourcing India,,,,,,
Software Engineering of America,https://www.linkedin.com/company/128697/,,Software Development,,"Garden City, New York",,,,,,5K,,,"Software Development • Garden City, New York",linkedin,Sea Limited,,,,,,
"Software Guidance & Assistance, Inc. (SGA, Inc.)",https://www.linkedin.com/company/148327/,,Staffing and Recruiting,,"Tarrytown, New York",,,,,,102K,,,"Staffing and Recruiting • Tarrytown, New York",linkedin,infrastructure software,,,,,,
Software International Corporation,https://www.linkedin.com/company/695840/,,Information Technology & Services,,"Bukit Jalil, Kuala Lumpur",,,,,,18K,,,"Information Technology & Services • Bukit Jalil, Kuala Lumpur",linkedin,infrastructure software,,,,,,
Software Mind,https://www.linkedin.com/company/13480/,,IT Services and IT Consulting,,"Krakow, Malopolskie",,,,,,85K,,,"IT Services and IT Consulting • Krakow, Malopolskie",linkedin,software outsourcing India,,,,,,
Software Mind Romania & Moldova,https://www.linkedin.com/company/2338098/,,IT Services and IT Consulting,,"Bucharest, Romania",,,,,,6K,,,"IT Services and IT Consulting • Bucharest, Romania",linkedin,software outsourcing India,,,,,,
Software Outsourcing,https://www.linkedin.com/company/90923778/,,Software Development,,Sao Paulo,,,,,,311,,,Software Development • Sao Paulo,linkedin,software outsourcing India,,,,,,
Software Outsourcing,https://www.linkedin.com/company/10390407/,,Software Development,,,,,,,,169,,,Software Development,linkedin,software outsourcing India,,,,,,
Software Outsourcing Co,https://www.linkedin.com/company/54281556/,,Information Technology & Services,,,,,,,,34,,,Information Technology & Services,linkedin,software outsourcing India,,,,,,
Software Outsourcing Journal,https://www.linkedin.com/company/89877083/,,Software Development,,"Sunnyvale, California",,,,,,562,,,"Software Development • Sunnyvale, California",linkedin,software outsourcing India,,,,,,
Software Outsourcing Pakistan,https://www.linkedin.com/company/93818256/,,"Technology, Information and Internet",,"Karachi, Sindh",,,,,,91,,,"Technology, Information and Internet • Karachi, Sindh",linkedin,software outsourcing India,,,,,,
Software Outsourcing Services SOS LTD,https://www.linkedin.com/company/11048618/,,IT Services and IT Consulting,,Maidenhead,,,,,,206,,,IT Services and IT Consulting • Maidenhead,linkedin,software outsourcing India,,,,,,
Software Outsourcing Vietnam,https://www.linkedin.com/company/18234953/,,Software Development,,"Hồ Chí Minh, Hồ Chí Minh",,,,,,18,,,"Software Development • Hồ Chí Minh, Hồ Chí Minh",linkedin,software outsourcing India,,,,,,
Software Outsourcing Vietnam - ICTS Custom Software,https://www.linkedin.com/company/2477254/,,IT Services and IT Consulting,,"Hanoi, Hanoi",,,,,,2K,,,"IT Services and IT Consulting • Hanoi, Hanoi",linkedin,software outsourcing India,,,,,,
Software Planet Group,https://www.linkedin.com/company/9398534/,,Software Development,,"Guildford, England",,,,,,4K,,,"Software Development • Guildford, England",linkedin,software outsourcing India,,,,,,
"Software Productivity Strategists, Inc. (SPS)",https://www.linkedin.com/company/338922/,,IT Services and IT Consulting,,"Rockville, MD",,,,,,9K,,,"IT Services and IT Consulting • Rockville, MD",linkedin,infrastructure software,,,,,,
"Software Professionals, Inc.",https://www.linkedin.com/company/2775427/,,IT Services and IT Consulting,,"Flower Mound, TX",,,,,,10K,,,"IT Services and IT Consulting • Flower Mound, TX",linkedin,infrastructure software,,,,,,
Software Sources,https://www.linkedin.com/company/1261963/,,IT Services and IT Consulting,,Ra'anana,,,,,,4K,,,IT Services and IT Consulting • Ra'anana,linkedin,cybersecurity company USA,,,,,,
Software Systems LLC,https://www.linkedin.com/company/294646/,,IT Services and IT Consulting,,"Muscat, Oman",,,,,,3K,,,"IT Services and IT Consulting • Muscat, Oman",linkedin,software outsourcing India,,,,,,
Software Technology Inc.,https://www.linkedin.com/company/2935380/,,Information Technology & Services,,"Princeton, NJ",,,,,,193K,,,"Information Technology & Services • Princeton, NJ",linkedin,infrastructure software,,,,,,
Software Ventures International,https://www.linkedin.com/company/13111/,,IT Services and IT Consulting,,,,,,,,3K,,,IT Services and IT Consulting,linkedin,software outsourcing India,,,,,,
Sogeti,https://www.linkedin.com/company/1956/,,IT Services and IT Consulting,,"Paris, Paris -  Issy-les-Moulineaux",,,,,,549K,,,"IT Services and IT Consulting • Paris, Paris -  Issy-les-Moulineaux",linkedin,IT outsourcing Vietnam,,,,,,
Solaku,https://www.linkedin.com/company/13631147/,,"Technology, Information and Internet",,"Sibu, Sarawak",,,,,,38,,,"Technology, Information and Internet • Sibu, Sarawak",linkedin,startup Southeast Asia,,,,,,
Solar Turbines,https://www.linkedin.com/company/9158/,,Oil and Gas,,"San Diego, CA",,,,,,254K,,,"Oil and Gas • San Diego, CA",linkedin,manufacturing Vietnam,,,,,,
SolidCAD,https://www.linkedin.com/company/148772/,,Software Development,,"Richmond Hill, ON",,,,,,70K,,,"Software Development • Richmond Hill, ON",linkedin,infrastructure software,,,,,,
Solis Mammography,https://www.linkedin.com/company/604967/,,Hospitals and Health Care,,"Addison, Texas",,,,,,16K,,,"Hospitals and Health Care • Addison, Texas",linkedin,medical AI,,,,,,
Solomo Media,https://www.linkedin.com/company/2941599/,,Advertising Services,,"Noida, Uttar Pradesh",,,,,,6K,,,"Advertising Services • Noida, Uttar Pradesh",linkedin,social media startup,,,,,,
Solomon Page,https://www.linkedin.com/company/14352/,,Staffing and Recruiting,,"New York, NY",,,,,,745K,,,"Staffing and Recruiting • New York, NY",linkedin,digital marketing Vietnam,,,,,,
Solugenix,https://www.linkedin.com/company/43325/,,IT Services and IT Consulting,,"Brea, California",,,,,,172K,,,"IT Services and IT Consulting • Brea, California",linkedin,cybersecurity Singapore,,,,,,
Solution Analysts,https://www.linkedin.com/company/1598436/,,IT Services and IT Consulting,,"Delmar, Delaware",,,,,,29K,,,"IT Services and IT Consulting • Delmar, Delaware",linkedin,devops company,,,,,,
SolvLegal,https://www.linkedin.com/company/107115903/,,Legal Services,,"Lucknow, Uttar Pradesh",,,,,,3K,,,"Legal Services • Lucknow, Uttar Pradesh",linkedin,consumer startup USA,,,,,,
Solve Intelligence,https://www.linkedin.com/company/98020599/,,Software Development,,London,,,,,,10K,,,Software Development • London,linkedin,Y Combinator portfolio,,,,,,
Solvios Technology,https://www.linkedin.com/company/71840227/,,Software Development,,"Boca Raton, Florida",,,,,,12K,,,"Software Development • Boca Raton, Florida",linkedin,API company,,,,,,
Solyxen,https://www.linkedin.com/company/109297956/,,Software Development,,Hyderabad,,,,,,787,,,Software Development • Hyderabad,linkedin,LLM startup,,,,,,
Solü Technology Partners,https://www.linkedin.com/company/2587248/,,Information Technology & Services,,"Victor, New York",,,,,,71K,,,"Information Technology & Services • Victor, New York",linkedin,infrastructure software,,,,,,
Son Tech Investment,https://www.linkedin.com/company/71039600/,,Venture Capital and Private Equity Principals,,Ho Chi Minh,,,,,,598,,,Venture Capital and Private Equity Principals • Ho Chi Minh,linkedin,Southeast Asia venture capital,,,,,,
